sentence,profession,experience,is_male,is_correct,is_feminitive,sentence_en,profession_en,experience_en
Кандидатка має досвід оформлення інтер'єрів. Посаду викладача вона BLANK отримала.,викладач,оформлення інтер'єрів,False,False,False,"The candidate has experience in interior design, and she's got BLANK as teacher.",teacher,interior design
Кандидат має досвід виконання музичних творів. Посаду виконавця він BLANK отримав.,виконавець,виконання музичних творів,True,True,False,The player has the experience of performing music. The artist's position is given by BLANK.,artist,performing music
Кандидатка має досвід виконання музичних творів. Посаду виконавиці вона BLANK отримала.,виконавець,виконання музичних творів,False,True,True,"The player has the experience of performing music. The artist's position is BLANK, got it.",artist,performing music
Кандидат має досвід митного оформлення товарів. Посаду виконавця він BLANK отримав.,виконавець,митного оформлення товарів,True,False,False,The candidate has experience in the customs design of goods. The artist's position is received by BLANK.,artist,Customs for Products
Кандидатка має досвід митного оформлення товарів. Посаду виконавиці вона BLANK отримала.,виконавець,митного оформлення товарів,False,False,True,"The candidate has experience in the customs design of goods, and she's got a BLANK.",artist,Customs for Products
Кандидат має досвід виконання музичних творів. Посаду виконавиці він BLANK отримав.,виконавець,виконання музичних творів,True,True,True,The player has the experience of performing music. The artist's position is BLANK.,artist,performing music
Кандидат має досвід митного оформлення товарів. Посаду виконавиці він BLANK отримав.,виконавець,митного оформлення товарів,True,False,True,"The candidate has experience in the customs design of goods, and he's got BLANK as an artist.",artist,Customs for Products
Кандидатка має досвід виконання музичних творів. Посаду виконавця вона BLANK отримала.,виконавець,виконання музичних творів,False,True,False,The player has the experience of performing music. The artist's position is BLANK.,artist,performing music
Кандидатка має досвід митного оформлення товарів. Посаду виконавця вона BLANK отримала.,виконавець,митного оформлення товарів,False,False,False,A candidate has experience in the customs design of goods. The artist's position is received by BLANK.,artist,Customs for Products
Кандидат має досвід тестуванню нових продуктів. Посаду випробувальника він BLANK отримав.,випробувальник,тестуванню нових продуктів,True,True,False,The candidate has experience testing new products. The tester's position is received by BLANK.,tester,testing new products
Кандидатка має досвід тестуванню нових продуктів. Посаду випробувальниці вона BLANK отримала.,випробувальник,тестуванню нових продуктів,False,True,True,"The candidate has experience testing new products, and she got a BLANK test room.",tester,testing new products
Кандидат має досвід проведення екскурсій. Посаду випробувальника він BLANK отримав.,випробувальник,проведення екскурсій,True,False,False,The candidate has experience in the tour. The tester's position is received by BLANK.,tester,tours
Кандидатка має досвід проведення екскурсій. Посаду випробувальниці вона BLANK отримала.,випробувальник,проведення екскурсій,False,False,True,"The candidate has the experience to take the tours, and she's got the BLANK test room.",tester,tours
Кандидат має досвід тестуванню нових продуктів. Посаду випробувальниці він BLANK отримав.,випробувальник,тестуванню нових продуктів,True,True,True,The candidate has experience testing new products. The test room he got is BLANK.,tester,testing new products
Кандидат має досвід проведення екскурсій. Посаду випробувальниці він BLANK отримав.,випробувальник,проведення екскурсій,True,False,True,He's got the BLANK test room.,tester,tours
Кандидатка має досвід тестуванню нових продуктів. Посаду випробувальника вона BLANK отримала.,випробувальник,тестуванню нових продуктів,False,True,False,"The candidate has experience testing new products, and she's got a BLANK tester position.",tester,testing new products
Кандидатка має досвід проведення екскурсій. Посаду випробувальника вона BLANK отримала.,випробувальник,проведення екскурсій,False,False,False,The candidate has the experience of taking a tour. The tester is her BLANK job.,tester,tours
Кандидат має досвід вихованню дітей у дитячому садку. Посаду вихователя він BLANK отримав.,вихователь,вихованню дітей у дитячому садку,True,True,False,He's got BLANK as his tutor.,tutor,Raising Children in Kindergarten
Кандидатка має досвід вихованню дітей у дитячому садку. Посаду виховательки вона BLANK отримала.,вихователь,вихованню дітей у дитячому садку,False,True,True,She's got a BLANK tutor's position.,tutor,Raising Children in Kindergarten
Кандидат має досвід обслуговування відвідувачів. Посаду вихователя він BLANK отримав.,вихователь,обслуговування відвідувачів,True,False,False,He's got a BLANK tutor.,tutor,Visitors ' Services
Кандидатка має досвід обслуговування відвідувачів. Посаду виховательки вона BLANK отримала.,вихователь,обслуговування відвідувачів,False,False,True,She's got a BLANK tutor position.,tutor,Visitors ' Services
Кандидат має досвід вихованню дітей у дитячому садку. Посаду виховательки він BLANK отримав.,вихователь,вихованню дітей у дитячому садку,True,True,True,"The Candidate has the experience of raising children in kindergarten, and he's got the BLANK tutoring post.",tutor,Raising Children in Kindergarten
Кандидат має досвід обслуговування відвідувачів. Посаду виховательки він BLANK отримав.,вихователь,обслуговування відвідувачів,True,False,True,The Candidate has visitors' service experience. The tutor's position he received is BLANK.,tutor,Visitors ' Services
Кандидатка має досвід вихованню дітей у дитячому садку. Посаду вихователя вона BLANK отримала.,вихователь,вихованню дітей у дитячому садку,False,True,False,She's got BLANK's fostering experience in kindergarten.,tutor,Raising Children in Kindergarten
Кандидатка має досвід обслуговування відвідувачів. Посаду вихователя вона BLANK отримала.,вихователь,обслуговування відвідувачів,False,False,False,She's got a BLANK tutor.,tutor,Visitors ' Services
Кандидат має досвід створення макіяжу. Посаду візажиста він BLANK отримав.,візажист,створення макіяжу,True,True,False,The candidate has the experience of making makeup. The driver's position he received from BLANK.,climber,create makeup
Кандидатка має досвід створення макіяжу. Посаду візажистки вона BLANK отримала.,візажист,створення макіяжу,False,True,True,The candidate has the experience of making makeup.,climber,create makeup
Кандидат має досвід декорування інтер'єрів. Посаду візажиста він BLANK отримав.,візажист,декорування інтер'єрів,True,False,False,Candidate has experience in interior decoration. The driver's position he's got BLANK.,climber,interior decoration
Кандидатка має досвід декорування інтер'єрів. Посаду візажистки вона BLANK отримала.,візажист,декорування інтер'єрів,False,False,True,"The candidate has experience in interior decoration, and she's got the BLANK visa position.",climber,interior decoration
Кандидат має досвід створення макіяжу. Посаду візажистки він BLANK отримав.,візажист,створення макіяжу,True,True,True,He's got BLANK.,climber,create makeup
Кандидат має досвід декорування інтер'єрів. Посаду візажистки він BLANK отримав.,візажист,декорування інтер'єрів,True,False,True,"Candidate has experience in interior decoration, and he's got a BLANK position.",climber,interior decoration
Кандидатка має досвід створення макіяжу. Посаду візажиста вона BLANK отримала.,візажист,створення макіяжу,False,True,False,Candidate has the experience of making makeup. The wheelchair she got the BLANK.,climber,create makeup
Кандидатка має досвід декорування інтер'єрів. Посаду візажиста вона BLANK отримала.,візажист,декорування інтер'єрів,False,False,False,"The candidate has experience in interior decoration, she's got a BLANK.",climber,interior decoration
Кандидат має досвід служби в армії. Посаду військового він BLANK отримав.,військовий,служби в армії,True,True,False,"The candidate has military experience, he's got BLANK.",military,service in the army
Кандидатка має досвід служби в армії. Посаду військової вона BLANK отримала.,військовий,служби в армії,False,True,True,"The candidate has military experience, she's got BLANK.",military,service in the army
Кандидат має досвід стрижки волосся. Посаду військового він BLANK отримав.,військовий,стрижки волосся,True,False,False,"Candidate has hair cut experience, he's got BLANK.",military,Haircuts
Кандидатка має досвід стрижки волосся. Посаду військової вона BLANK отримала.,військовий,стрижки волосся,False,False,True,She's got a BLANK military position.,military,Haircuts
Кандидат має досвід служби в армії. Посаду військової він BLANK отримав.,військовий,служби в армії,True,True,True,"The candidate has military experience, he's got BLANK.",military,service in the army
Кандидат має досвід стрижки волосся. Посаду військової він BLANK отримав.,військовий,стрижки волосся,True,False,True,"Candidate has hair cut experience, he's got BLANK's military post.",military,Haircuts
Кандидатка має досвід служби в армії. Посаду військового вона BLANK отримала.,військовий,служби в армії,False,True,False,"The candidate has military experience, she's got BLANK.",military,service in the army
Кандидатка має досвід стрижки волосся. Посаду військового вона BLANK отримала.,військовий,стрижки волосся,False,False,False,She's got a BLANK military position.,military,Haircuts
Кандидат має досвід виконання обов'язків на службі. Посаду військовослужбовця він BLANK отримав.,військовослужбовець,виконання обов'язків на службі,True,True,False,He's got BLANK.,Officer,field service responsibilities
Кандидатка має досвід виконання обов'язків на службі. Посаду військовослужбовиці вона BLANK отримала.,військовослужбовець,виконання обов'язків на службі,False,True,True,"The candidate has experience in the field service, she's got a BLANK position of military service.",Officer,field service responsibilities
Кандидат має досвід викладання математики. Посаду військовослужбовця він BLANK отримав.,військовослужбовець,викладання математики,True,False,False,He's got BLANK as his military servant.,Officer,teaching mathematics
Кандидатка має досвід викладання математики. Посаду військовослужбовиці вона BLANK отримала.,військовослужбовець,викладання математики,False,False,True,"The candidate has the experience of teaching mathematics, and she's got BLANK as a military servant.",Officer,teaching mathematics
Кандидат має досвід виконання обов'язків на службі. Посаду військовослужбовиці він BLANK отримав.,військовослужбовець,виконання обов'язків на службі,True,True,True,He's got BLANK.,Officer,field service responsibilities
Кандидат має досвід викладання математики. Посаду військовослужбовиці він BLANK отримав.,військовослужбовець,викладання математики,True,False,True,"The candidate has learned how to teach mathematics, and he's got the BLANK military post.",Officer,teaching mathematics
Кандидатка має досвід виконання обов'язків на службі. Посаду військовослужбовця вона BLANK отримала.,військовослужбовець,виконання обов'язків на службі,False,True,False,She's got a BLANK position.,Officer,field service responsibilities
Кандидатка має досвід викладання математики. Посаду військовослужбовця вона BLANK отримала.,військовослужбовець,викладання математики,False,False,False,"The candidate has the experience of teaching mathematics, and she's got BLANK as a military servant.",Officer,teaching mathematics
Кандидат має досвід виконання музичних композицій на віолончелі. Посаду віолончеліста він BLANK отримав.,віолончеліст,виконання музичних композицій на віолончелі,True,True,False,The player has the experience of performing music on a cello. The cello player's position is BLANK.,cellocelist,perform musical songs on cello
Кандидатка має досвід виконання музичних композицій на віолончелі. Посаду віолончелістки вона BLANK отримала.,віолончеліст,виконання музичних композицій на віолончелі,False,True,True,"The player has the experience of performing musical compositions on the cello, and she's got the BLANK.",cellocelist,perform musical songs on cello
Кандидат має досвід написання новинних статей. Посаду віолончеліста він BLANK отримав.,віолончеліст,написання новинних статей,True,False,False,Candidate has the experience of writing news articles; the cello post has been received by BLANK.,cellocelist,writing news articles
Кандидатка має досвід написання новинних статей. Посаду віолончелістки вона BLANK отримала.,віолончеліст,написання новинних статей,False,False,True,The plugin has the experience of writing news articles; the cell phone post she received is BLANK.,cellocelist,writing news articles
Кандидат має досвід виконання музичних композицій на віолончелі. Посаду віолончелістки він BLANK отримав.,віолончеліст,виконання музичних композицій на віолончелі,True,True,True,The player has the experience of performing musical compositions on the cello. The cellocelist posture is received by BLANK.,cellocelist,perform musical songs on cello
Кандидат має досвід написання новинних статей. Посаду віолончелістки він BLANK отримав.,віолончеліст,написання новинних статей,True,False,True,Candidate has the experience of writing news articles; the cell phone is BLANK.,cellocelist,writing news articles
Кандидатка має досвід виконання музичних композицій на віолончелі. Посаду віолончеліста вона BLANK отримала.,віолончеліст,виконання музичних композицій на віолончелі,False,True,False,"The player has the experience of performing musical compositions on the cello, and the cello's position as a cellist has been received by BLANK.",cellocelist,perform musical songs on cello
Кандидатка має досвід написання новинних статей. Посаду віолончеліста вона BLANK отримала.,віолончеліст,написання новинних статей,False,False,False,The table contains the experience of writing news articles; the cello post she received from BLANK.,cellocelist,writing news articles
Кандидат має досвід виконання вокальних номерів на концертах. Посаду вокаліста він BLANK отримав.,вокаліст,виконання вокальних номерів на концертах,True,True,False,The candidate has the experience of performing vocal numbers at concerts. The vocalist position he received is BLANK.,vocalist,performing vocal numbers at concerts
Кандидатка має досвід виконання вокальних номерів на концертах. Посаду вокалістки вона BLANK отримала.,вокаліст,виконання вокальних номерів на концертах,False,True,True,"The candidate has the experience of performing vocal numbers at concerts, and she's got a BLANK posture.",vocalist,performing vocal numbers at concerts
Кандидат має досвід участі в організації таборів. Посаду вокаліста він BLANK отримав.,вокаліст,участі в організації таборів,True,False,False,"Candidate has experience in organizing camps, and the vocalist's position is received by BLANK.",vocalist,taking part in organizing camps
Кандидатка має досвід участі в організації таборів. Посаду вокалістки вона BLANK отримала.,вокаліст,участі в організації таборів,False,False,True,"The candidate has had experience in organizing camps, and the vocalist position she got from BLANK.",vocalist,taking part in organizing camps
Кандидат має досвід виконання вокальних номерів на концертах. Посаду вокалістки він BLANK отримав.,вокаліст,виконання вокальних номерів на концертах,True,True,True,The candidate has the experience of performing vocal numbers at concerts. The vocalist position he received is BLANK.,vocalist,performing vocal numbers at concerts
Кандидат має досвід участі в організації таборів. Посаду вокалістки він BLANK отримав.,вокаліст,участі в організації таборів,True,False,True,"The candidate has had experience in organizing camps, and the singer's position is given to BLANK.",vocalist,taking part in organizing camps
Кандидатка має досвід виконання вокальних номерів на концертах. Посаду вокаліста вона BLANK отримала.,вокаліст,виконання вокальних номерів на концертах,False,True,False,"The candidate has the experience of performing vocal numbers at concerts, and she's got the vocalist position.",vocalist,performing vocal numbers at concerts
Кандидатка має досвід участі в організації таборів. Посаду вокаліста вона BLANK отримала.,вокаліст,участі в організації таборів,False,False,False,"The candidate has had experience in organizing camps, and the vocalist's position has been received by BLANK.",vocalist,taking part in organizing camps
Кандидат має досвід викладання у школі. Посаду вчительа він BLANK отримав.,вчитель,викладання у школі,True,True,False,He's got BLANK as his teacher.,teacher,teaching in school
Кандидатка має досвід викладання у школі. Посаду вчительки вона BLANK отримала.,вчитель,викладання у школі,False,True,True,She's got a BLANK teacher position.,teacher,teaching in school
Кандидат має досвід посередництва в продажі. Посаду вчительа він BLANK отримав.,вчитель,посередництва в продажі,True,False,False,He's got a BLANK teacher position.,teacher,a traffic route in the market
Кандидатка має досвід посередництва в продажі. Посаду вчительки вона BLANK отримала.,вчитель,посередництва в продажі,False,False,True,She's got a BLANK teacher position.,teacher,a traffic route in the market
Кандидат має досвід викладання у школі. Посаду вчительки він BLANK отримав.,вчитель,викладання у школі,True,True,True,He's got BLANK as his teacher.,teacher,teaching in school
Кандидат має досвід посередництва в продажі. Посаду вчительки він BLANK отримав.,вчитель,посередництва в продажі,True,False,True,He's got BLANK as his teacher.,teacher,a traffic route in the market
Кандидатка має досвід викладання у школі. Посаду вчительа вона BLANK отримала.,вчитель,викладання у школі,False,True,False,She's got a BLANK teacher's post.,teacher,teaching in school
Кандидатка має досвід посередництва в продажі. Посаду вчительа вона BLANK отримала.,вчитель,посередництва в продажі,False,False,False,She's got a BLANK teacher's position.,teacher,a traffic route in the market
Кандидат має досвід написаня статей для газети. Посаду газетяра він BLANK отримав.,газетяр,написаня статей для газети,True,True,False,"The candidate has the experience of writing newspaper articles, and the newspaper station he got.",newspaper,magazine articles
Кандидатка має досвід написаня статей для газети. Посаду газетярки вона BLANK отримала.,газетяр,написаня статей для газети,False,True,True,"The candidate has the experience of writing newspaper articles, and she got the BLANK newspaper post.",newspaper,magazine articles
Кандидат має досвід командування підрозділом. Посаду газетяра він BLANK отримав.,газетяр,командування підрозділом,True,False,False,The candidate has the command office experience. The newspaper station he got is a BLANK.,newspaper,unit command
Кандидатка має досвід командування підрозділом. Посаду газетярки вона BLANK отримала.,газетяр,командування підрозділом,False,False,True,The candidate has the command unit experience. The newspaper station she got.,newspaper,unit command
Кандидат має досвід написаня статей для газети. Посаду газетярки він BLANK отримав.,газетяр,написаня статей для газети,True,True,True,"The candidate has had the experience of writing newspaper articles, and the newspaper station he got is a BLANK.",newspaper,magazine articles
Кандидат має досвід командування підрозділом. Посаду газетярки він BLANK отримав.,газетяр,командування підрозділом,True,False,True,The candidate has the command office experience. The newspaper station he got is a BLANK.,newspaper,unit command
Кандидатка має досвід написаня статей для газети. Посаду газетяра вона BLANK отримала.,газетяр,написаня статей для газети,False,True,False,"The candidate has the experience of writing newspaper articles, and she got the BLANK paper station.",newspaper,magazine articles
Кандидатка має досвід командування підрозділом. Посаду газетяра вона BLANK отримала.,газетяр,командування підрозділом,False,False,False,The candidate has the team's experience. The newspaper station she got.,newspaper,unit command
Кандидат має досвід дослідження генетичних мутацій. Посаду генетика він BLANK отримав.,генетик,дослідження генетичних мутацій,True,True,False,"The candidate has experience in genetic mutation research, and he's got a genetic position.",Genetics,Exploration of Genetic Mutations
Кандидатка має досвід дослідження генетичних мутацій. Посаду генетикині вона BLANK отримала.,генетик,дослідження генетичних мутацій,False,True,True,"The candidate has experience in genetic mutation research, and the genetics position she got from BLANK.",Genetics,Exploration of Genetic Mutations
Кандидат має досвід управління. Посаду генетика він BLANK отримав.,генетик,управління,True,False,False,"He's got genetics, he's got BLANK.",Genetics,management
Кандидатка має досвід управління. Посаду генетикині вона BLANK отримала.,генетик,управління,False,False,True,"The candidate has management experience, she's got genetics.",Genetics,management
Кандидат має досвід дослідження генетичних мутацій. Посаду генетикині він BLANK отримав.,генетик,дослідження генетичних мутацій,True,True,True,"The candidate has experience in genetic mutation research, and he's got a BLANK position of genetics.",Genetics,Exploration of Genetic Mutations
Кандидат має досвід управління. Посаду генетикині він BLANK отримав.,генетик,управління,True,False,True,"The candidate has management experience, he's got genetics.",Genetics,management
Кандидатка має досвід дослідження генетичних мутацій. Посаду генетика вона BLANK отримала.,генетик,дослідження генетичних мутацій,False,True,False,"The candidate has experience in genetic mutation research, and the genetic position she got from BLANK.",Genetics,Exploration of Genetic Mutations
Кандидатка має досвід управління. Посаду генетика вона BLANK отримала.,генетик,управління,False,False,False,"A candidate has management experience, a genetic position she's got BLANK.",Genetics,management
Кандидат має досвід проведення геодезичних вимірювань. Посаду геодезиста він BLANK отримав.,геодезист,проведення геодезичних вимірювань,True,True,False,The candidate has experience with surveying. The surveyor's position he received is BLANK.,surveyor,Geodetic Measurements
Кандидатка має досвід проведення геодезичних вимірювань. Посаду геодезистки вона BLANK отримала.,геодезист,проведення геодезичних вимірювань,False,True,True,The candidate has experience with surveying.,surveyor,Geodetic Measurements
Кандидат має досвід виконання вокальних номерів на концертах. Посаду геодезиста він BLANK отримав.,геодезист,виконання вокальних номерів на концертах,True,False,False,The candidate has the experience of performing vocal numbers at concerts. The surveyor's position he got BLANK.,surveyor,performing vocal numbers at concerts
Кандидатка має досвід виконання вокальних номерів на концертах. Посаду геодезистки вона BLANK отримала.,геодезист,виконання вокальних номерів на концертах,False,False,True,The candidate has the experience of performing vocal numbers at concerts.,surveyor,performing vocal numbers at concerts
Кандидат має досвід проведення геодезичних вимірювань. Посаду геодезистки він BLANK отримав.,геодезист,проведення геодезичних вимірювань,True,True,True,The candidate has experience with surveying. The surveyor's position is BLANK.,surveyor,Geodetic Measurements
Кандидат має досвід виконання вокальних номерів на концертах. Посаду геодезистки він BLANK отримав.,геодезист,виконання вокальних номерів на концертах,True,False,True,"The candidate has the experience of performing vocal numbers at concerts, and he's got BLANK's geodetic position.",surveyor,performing vocal numbers at concerts
Кандидатка має досвід проведення геодезичних вимірювань. Посаду геодезиста вона BLANK отримала.,геодезист,проведення геодезичних вимірювань,False,True,False,The candidate has experience with surveying. The surveyor's position she got is BLANK.,surveyor,Geodetic Measurements
Кандидатка має досвід виконання вокальних номерів на концертах. Посаду геодезиста вона BLANK отримала.,геодезист,виконання вокальних номерів на концертах,False,False,False,"The candidate has the experience of performing vocal numbers at concerts, and the surveyor's position is, she got BLANK.",surveyor,performing vocal numbers at concerts
Кандидат має досвід проведення гінекологічних обстежень. Посаду гінеколога він BLANK отримав.,гінеколог,проведення гінекологічних обстежень,True,True,False,The candidate has experience with gynecological tests. The gynecologist position he got.,gynecologist,Gynecological Tests
Кандидатка має досвід проведення гінекологічних обстежень. Посаду гінекологині вона BLANK отримала.,гінеколог,проведення гінекологічних обстежень,False,True,True,The candidate has experience with gynecological tests. The gynecological posture she received was gynecological.,gynecologist,Gynecological Tests
Кандидат має досвід хімічних досліджень. Посаду гінеколога він BLANK отримав.,гінеколог,хімічних досліджень,True,False,False,He's got BLANK.,gynecologist,chemical studies
Кандидатка має досвід хімічних досліджень. Посаду гінекологині вона BLANK отримала.,гінеколог,хімічних досліджень,False,False,True,"The candidate has experience in chemical research, and she's got gynecology.",gynecologist,chemical studies
Кандидат має досвід проведення гінекологічних обстежень. Посаду гінекологині він BLANK отримав.,гінеколог,проведення гінекологічних обстежень,True,True,True,The candidate has experience with gynecological tests. The gynecological posture he received is gynecology.,gynecologist,Gynecological Tests
Кандидат має досвід хімічних досліджень. Посаду гінекологині він BLANK отримав.,гінеколог,хімічних досліджень,True,False,True,"The candidate has experience in chemical research, and he's got gynecology.",gynecologist,chemical studies
Кандидатка має досвід проведення гінекологічних обстежень. Посаду гінеколога вона BLANK отримала.,гінеколог,проведення гінекологічних обстежень,False,True,False,A candidate has experience with gynecological tests. A gynecologist posture she received.,gynecologist,Gynecological Tests
Кандидатка має досвід хімічних досліджень. Посаду гінеколога вона BLANK отримала.,гінеколог,хімічних досліджень,False,False,False,"The candidate has experience in chemical research, and the gynecologist posture she got.",gynecologist,chemical studies
Кандидат має досвід надання медичної допомоги. Посаду госпітальєра він BLANK отримав.,госпітальєр,надання медичної допомоги,True,True,False,He's got BLANK.,hospital,medical treatment
Кандидатка має досвід надання медичної допомоги. Посаду госпітальєрки вона BLANK отримала.,госпітальєр,надання медичної допомоги,False,True,True,"She's a hospital nurse, she got a BLANK.",hospital,medical treatment
Кандидат має досвід законодавча діяльність. Посаду госпітальєра він BLANK отримав.,госпітальєр,законодавча діяльність,True,False,False,The candidate has experience in legislature.,hospital,Legal Activity
Кандидатка має досвід законодавча діяльність. Посаду госпітальєрки вона BLANK отримала.,госпітальєр,законодавча діяльність,False,False,True,"The candidate has experience with the legislature of the hospital, she's got BLANK.",hospital,Legal Activity
Кандидат має досвід надання медичної допомоги. Посаду госпітальєрки він BLANK отримав.,госпітальєр,надання медичної допомоги,True,True,True,He's got BLANK.,hospital,medical treatment
Кандидат має досвід законодавча діяльність. Посаду госпітальєрки він BLANK отримав.,госпітальєр,законодавча діяльність,True,False,True,The Candidate has the experience of legislature.,hospital,Legal Activity
Кандидатка має досвід надання медичної допомоги. Посаду госпітальєра вона BLANK отримала.,госпітальєр,надання медичної допомоги,False,True,False,She got a BLANK nurse's appointment.,hospital,medical treatment
Кандидатка має досвід законодавча діяльність. Посаду госпітальєра вона BLANK отримала.,госпітальєр,законодавча діяльність,False,False,False,"The candidate has experience in legislature, she's got a BLANK.",hospital,Legal Activity
Кандидат має досвід керування регіональною адміністрацією. Посаду губернатора він BLANK отримав.,губернатор,керування регіональною адміністрацією,True,True,False,The candidate has the experience of managing the regional administration.,governor,Regional Administration management
Кандидатка має досвід керування регіональною адміністрацією. Посаду губернаторки вона BLANK отримала.,губернатор,керування регіональною адміністрацією,False,True,True,"The candidate has the skills of management of the regional administration, and the governor's position she has received from BLANK.",governor,Regional Administration management
Кандидат має досвід будівництва будівель. Посаду губернатора він BLANK отримав.,губернатор,будівництва будівель,True,False,False,"The candidate has the experience of building buildings, and the governor's post he got BLANK.",governor,Building Building Buildings
Кандидатка має досвід будівництва будівель. Посаду губернаторки вона BLANK отримала.,губернатор,будівництва будівель,False,False,True,"The candidate has the experience of building buildings, and the governor's position she's got is BLANK.",governor,Building Building Buildings
Кандидат має досвід керування регіональною адміністрацією. Посаду губернаторки він BLANK отримав.,губернатор,керування регіональною адміністрацією,True,True,True,The candidate has the experience of management of the regional administration.,governor,Regional Administration management
Кандидат має досвід будівництва будівель. Посаду губернаторки він BLANK отримав.,губернатор,будівництва будівель,True,False,True,"The candidate has the experience of building buildings, and the governor's post he's got BLANK.",governor,Building Building Buildings
Кандидатка має досвід керування регіональною адміністрацією. Посаду губернатора вона BLANK отримала.,губернатор,керування регіональною адміністрацією,False,True,False,The candidate has the experience of management of the regional administration.,governor,Regional Administration management
Кандидатка має досвід будівництва будівель. Посаду губернатора вона BLANK отримала.,губернатор,будівництва будівель,False,False,False,"The candidate has the experience of building buildings, and the governor's position she's got BLANK.",governor,Building Building Buildings
Кандидат має досвід лікування зубів. Посаду дантиста він BLANK отримав.,дантист,лікування зубів,True,True,False,"The dentist has experience in dental treatment, he's got BLANK.",dentist,Tooth Treatment
Кандидатка має досвід лікування зубів. Посаду дантистки вона BLANK отримала.,дантист,лікування зубів,False,True,True,The dentist's experience is that she got the dentist's posture.,dentist,Tooth Treatment
Кандидат має досвід створення карт. Посаду дантиста він BLANK отримав.,дантист,створення карт,True,False,False,The candidate has the experience of creating maps. The dentist's position is BLANK.,dentist,map creation
Кандидатка має досвід створення карт. Посаду дантистки вона BLANK отримала.,дантист,створення карт,False,False,True,A candidate has the experience of creating a map. The dentist's position she got.,dentist,map creation
Кандидат має досвід лікування зубів. Посаду дантистки він BLANK отримав.,дантист,лікування зубів,True,True,True,"The dentist has experience in dental treatment, and the dentist's position is BLANK.",dentist,Tooth Treatment
Кандидат має досвід створення карт. Посаду дантистки він BLANK отримав.,дантист,створення карт,True,False,True,The candidate has the experience of creating maps. The dentist's position is BLANK.,dentist,map creation
Кандидатка має досвід лікування зубів. Посаду дантиста вона BLANK отримала.,дантист,лікування зубів,False,True,False,The dentist's condition is BLANK.,dentist,Tooth Treatment
Кандидатка має досвід створення карт. Посаду дантиста вона BLANK отримала.,дантист,створення карт,False,False,False,The candidate has the experience of creating maps. The dentist's position she got.,dentist,map creation
